entity,label,start_char,end_char,sentence
Parthians,NORP,72180,72189,"for the Parthians drove their spears, heavy with iron, against the horsemen; and, from the force of the blow, they often went even through two men."
Parthians,NORP,72361,72370,"After thus fighting, as dark came on the Parthians retired, saying, that they allowed Crassus a single night to lament his son, unless he should take better counsel for himself, and choose rather to come to King Arsakes than to be taken."
Crassus,PERSON,72406,72413,"After thus fighting, as dark came on the Parthians retired, saying, that they allowed Crassus a single night to lament his son, unless he should take better counsel for himself, and choose rather to come to King Arsakes than to be taken."
Arsakes,PERSON,72532,72539,"After thus fighting, as dark came on the Parthians retired, saying, that they allowed Crassus a single night to lament his son, unless he should take better counsel for himself, and choose rather to come to King Arsakes than to be taken."
Parthians,NORP,72562,72571,"The Parthians encamped near the Romans, in high hopes."
Romans,NORP,72590,72596,"The Parthians encamped near the Romans, in high hopes."
Romans,NORP,72645,72651,"A painful night followed to the Romans, who neither paid any attention to the interment of the dead, nor care to the wounded, and those who were in the agonies of death; but every man was severally lamenting his own fate; for it appeared that they could not escape, either if they waited there till daybreak, or if they plunged by night into a boundless plain."
Crassus,PERSON,73232,73239,"Though they considered Crassus to be the cause of all their sufferings, the soldiers still wished to see him and hear his voice."
Crassus,PERSON,73342,73349,"But Crassus, wrapping himself up in his cloak, lay concealed in the dark, an example to the many of fortune's reverses, and to the wise of want of judgment and of ambition, which made him dissatisfied unless he was the first and greatest among so many thousands, and think that he lacked everything because he was judged to be inferior to two men only."
Octavius,PERSON,73700,73708,"However, Octavius the legate, and Cassius, endeavoured to rouse and comfort him; but, finding that he had entirely given himself up to despair, they called together the centurions and tribunes, and, after deliberating, they resolved not to stay on the ground, and they made an attempt at first to put the army in motion without the sound of the trumpet, and in silence."
Cassius,PERSON,73725,73732,"However, Octavius the legate, and Cassius, endeavoured to rouse and comfort him; but, finding that he had entirely given himself up to despair, they called together the centurions and tribunes, and, after deliberating, they resolved not to stay on the ground, and they made an attempt at first to put the army in motion without the sound of the trumpet, and in silence."
Ignatius,PERSON,74610,74618,"After frequently turning from their route, and frequently putting themselves in order of battle, and taking up the wounded who followed, and then laying them down again, they lost much time on the march, with the exception of three hundred horsemen, with Ignatius at their head, who reached Carrhæ about midnight."
Carrhæ,GPE,74646,74652,"After frequently turning from their route, and frequently putting themselves in order of battle, and taking up the wounded who followed, and then laying them down again, they lost much time on the march, with the exception of three hundred horsemen, with Ignatius at their head, who reached Carrhæ about midnight."
Ignatius,PERSON,74669,74677,"Ignatius, calling out in the Roman language to the watch upon the walls, and making them hear, told them to tell Coponius, the commander, that there had been a great battle between Crassus and the Parthians; and, without saying more or who he was, he rode off to the Zeugma, and saved all his men; but he got a bad name for deserting his general."
Roman,NORP,74698,74703,"Ignatius, calling out in the Roman language to the watch upon the walls, and making them hear, told them to tell Coponius, the commander, that there had been a great battle between Crassus and the Parthians; and, without saying more or who he was, he rode off to the Zeugma, and saved all his men; but he got a bad name for deserting his general."
Coponius,PERSON,74782,74790,"Ignatius, calling out in the Roman language to the watch upon the walls, and making them hear, told them to tell Coponius, the commander, that there had been a great battle between Crassus and the Parthians; and, without saying more or who he was, he rode off to the Zeugma, and saved all his men; but he got a bad name for deserting his general."
Crassus,PERSON,74850,74857,"Ignatius, calling out in the Roman language to the watch upon the walls, and making them hear, told them to tell Coponius, the commander, that there had been a great battle between Crassus and the Parthians; and, without saying more or who he was, he rode off to the Zeugma, and saved all his men; but he got a bad name for deserting his general."
Parthians,NORP,74866,74875,"Ignatius, calling out in the Roman language to the watch upon the walls, and making them hear, told them to tell Coponius, the commander, that there had been a great battle between Crassus and the Parthians; and, without saying more or who he was, he rode off to the Zeugma, and saved all his men; but he got a bad name for deserting his general."
Zeugma,LOC,74936,74942,"Ignatius, calling out in the Roman language to the watch upon the walls, and making them hear, told them to tell Coponius, the commander, that there had been a great battle between Crassus and the Parthians; and, without saying more or who he was, he rode off to the Zeugma, and saved all his men; but he got a bad name for deserting his general."
Coponius,PERSON,75058,75066,"However, the information thus conveyed to Coponius was some advantage to Crassus; for Coponius concluded that this hasty and confused message indicated that he who brought it had no good news to report: and, accordingly, he immediately ordered the soldiers to arm; and, as soon as he learned that Crassus was on his march, he went out to meet him, and, taking charge of him and his army, conducted them into the city."
Crassus,PERSON,75089,75096,"However, the information thus conveyed to Coponius was some advantage to Crassus; for Coponius concluded that this hasty and confused message indicated that he who brought it had no good news to report: and, accordingly, he immediately ordered the soldiers to arm; and, as soon as he learned that Crassus was on his march, he went out to meet him, and, taking charge of him and his army, conducted them into the city."
Coponius,PERSON,75102,75110,"However, the information thus conveyed to Coponius was some advantage to Crassus; for Coponius concluded that this hasty and confused message indicated that he who brought it had no good news to report: and, accordingly, he immediately ordered the soldiers to arm; and, as soon as he learned that Crassus was on his march, he went out to meet him, and, taking charge of him and his army, conducted them into the city."
Crassus,PERSON,75313,75320,"However, the information thus conveyed to Coponius was some advantage to Crassus; for Coponius concluded that this hasty and confused message indicated that he who brought it had no good news to report: and, accordingly, he immediately ordered the soldiers to arm; and, as soon as he learned that Crassus was on his march, he went out to meet him, and, taking charge of him and his army, conducted them into the city."
Parthians,NORP,75454,75463,"Though the Parthians during the night discovered that the Romans were making their escape, they did not pursue, but at daybreak they came upon those who were left in the camp, to the number of four thousand, and massacred them; and they rode about the plain and overtook many who were there rambling about."
Romans,NORP,75501,75507,"Though the Parthians during the night discovered that the Romans were making their escape, they did not pursue, but at daybreak they came upon those who were left in the camp, to the number of four thousand, and massacred them; and they rode about the plain and overtook many who were there rambling about."
Varguntinus,PERSON,75819,75830,"Four complete cohorts, while it was still dark, under the command of Varguntinus the legate, got separated from the rest and lost their way, and, being surrounded by the Parthians on an eminence, they fought till they were all killed, with the exception of twenty men."
Parthians,NORP,75920,75929,"Four complete cohorts, while it was still dark, under the command of Varguntinus the legate, got separated from the rest and lost their way, and, being surrounded by the Parthians on an eminence, they fought till they were all killed, with the exception of twenty men."
Parthians,NORP,76023,76032,"The Parthians, admiring the courage of these twenty men, who were endeavouring to push through them with their bare swords, made way and allowed them a passage through their ranks, and to march slowly to Carrhæ."
Carrhæ,GPE,76223,76229,"The Parthians, admiring the courage of these twenty men, who were endeavouring to push through them with their bare swords, made way and allowed them a passage through their ranks, and to march slowly to Carrhæ."
Surena,PERSON,76254,76260,"A false report reached Surena, that Crassus and all the men of rank had made their escape, and that those who had fled to Carrhæ were a mingled rabble not worth notice."
Crassus,PERSON,76267,76274,"A false report reached Surena, that Crassus and all the men of rank had made their escape, and that those who had fled to Carrhæ were a mingled rabble not worth notice."
Carrhæ,GPE,76353,76359,"A false report reached Surena, that Crassus and all the men of rank had made their escape, and that those who had fled to Carrhæ were a mingled rabble not worth notice."
Carrhæ,GPE,76599,76605,"Thinking, then, that he had lost the end of his victory, but being still doubtful and wishing to know the truth, in order that he might either stay there and besiege the town, or leave the people of Carrhæ behind and pursue Crassus, he sends one of the men with him, who could speak both languages, with instructions to approach the walls, and in the Roman language to call out for Crassus himself or Cassius, and to say that Surena wished to have a conference with them."
Crassus,PERSON,76624,76631,"Thinking, then, that he had lost the end of his victory, but being still doubtful and wishing to know the truth, in order that he might either stay there and besiege the town, or leave the people of Carrhæ behind and pursue Crassus, he sends one of the men with him, who could speak both languages, with instructions to approach the walls, and in the Roman language to call out for Crassus himself or Cassius, and to say that Surena wished to have a conference with them."
Roman,NORP,76751,76756,"Thinking, then, that he had lost the end of his victory, but being still doubtful and wishing to know the truth, in order that he might either stay there and besiege the town, or leave the people of Carrhæ behind and pursue Crassus, he sends one of the men with him, who could speak both languages, with instructions to approach the walls, and in the Roman language to call out for Crassus himself or Cassius, and to say that Surena wished to have a conference with them."
Crassus,PERSON,76782,76789,"Thinking, then, that he had lost the end of his victory, but being still doubtful and wishing to know the truth, in order that he might either stay there and besiege the town, or leave the people of Carrhæ behind and pursue Crassus, he sends one of the men with him, who could speak both languages, with instructions to approach the walls, and in the Roman language to call out for Crassus himself or Cassius, and to say that Surena wished to have a conference with them."
Cassius,PERSON,76801,76808,"Thinking, then, that he had lost the end of his victory, but being still doubtful and wishing to know the truth, in order that he might either stay there and besiege the town, or leave the people of Carrhæ behind and pursue Crassus, he sends one of the men with him, who could speak both languages, with instructions to approach the walls, and in the Roman language to call out for Crassus himself or Cassius, and to say that Surena wished to have a conference with them."
Surena,PERSON,76826,76832,"Thinking, then, that he had lost the end of his victory, but being still doubtful and wishing to know the truth, in order that he might either stay there and besiege the town, or leave the people of Carrhæ behind and pursue Crassus, he sends one of the men with him, who could speak both languages, with instructions to approach the walls, and in the Roman language to call out for Crassus himself or Cassius, and to say that Surena wished to have a conference with them."
Crassus,PERSON,76931,76938,"The man did as he was ordered; and when it was reported to Crassus, he accepted the invitation, and soon after there came from the barbarians some Arabs who well knew Crassus and Cassius by sight, having been in the camp before the battle"
Arabs,NORP,77019,77024,"The man did as he was ordered; and when it was reported to Crassus, he accepted the invitation, and soon after there came from the barbarians some Arabs who well knew Crassus and Cassius by sight, having been in the camp before the battle"
Crassus,PERSON,77039,77046,"The man did as he was ordered; and when it was reported to Crassus, he accepted the invitation, and soon after there came from the barbarians some Arabs who well knew Crassus and Cassius by sight, having been in the camp before the battle"
Cassius,PERSON,77051,77058,"The man did as he was ordered; and when it was reported to Crassus, he accepted the invitation, and soon after there came from the barbarians some Arabs who well knew Crassus and Cassius by sight, having been in the camp before the battle"
Arabs,NORP,77116,77121,"The Arabs, observing Cassius on the wall, said that Surena proposed a truce, and offered, if they would become friends to the king, to let them go safe, if they would leave Mesopotamia; for he considered this proposal advantageous to both sides, rather than to let matters come to extremities."
Cassius,PERSON,77133,77140,"The Arabs, observing Cassius on the wall, said that Surena proposed a truce, and offered, if they would become friends to the king, to let them go safe, if they would leave Mesopotamia; for he considered this proposal advantageous to both sides, rather than to let matters come to extremities."
Surena,PERSON,77164,77170,"The Arabs, observing Cassius on the wall, said that Surena proposed a truce, and offered, if they would become friends to the king, to let them go safe, if they would leave Mesopotamia; for he considered this proposal advantageous to both sides, rather than to let matters come to extremities."
Mesopotamia,GPE,77285,77296,"The Arabs, observing Cassius on the wall, said that Surena proposed a truce, and offered, if they would become friends to the king, to let them go safe, if they would leave Mesopotamia; for he considered this proposal advantageous to both sides, rather than to let matters come to extremities."
Cassius,PERSON,77406,77413,"Cassius accepted the proposal, and asked for a place and time to be fixed where Surena and Crassus should meet: the men replied that this should be done, and rode off.

XXIX."
Surena,PERSON,77486,77492,"Cassius accepted the proposal, and asked for a place and time to be fixed where Surena and Crassus should meet: the men replied that this should be done, and rode off.

XXIX."
Crassus,PERSON,77497,77504,"Cassius accepted the proposal, and asked for a place and time to be fixed where Surena and Crassus should meet: the men replied that this should be done, and rode off.

XXIX."
Surena,PERSON,77585,77591,"Now Surena was delighted at the Romans being besieged, and at daybreak he led the Parthians against the city, who, with many insulting expressions, bade the Romans, if they wished to have a truce, deliver up to them Crassus and Cassius in chains."
Romans,NORP,77613,77619,"Now Surena was delighted at the Romans being besieged, and at daybreak he led the Parthians against the city, who, with many insulting expressions, bade the Romans, if they wished to have a truce, deliver up to them Crassus and Cassius in chains."
Parthians,NORP,77663,77672,"Now Surena was delighted at the Romans being besieged, and at daybreak he led the Parthians against the city, who, with many insulting expressions, bade the Romans, if they wished to have a truce, deliver up to them Crassus and Cassius in chains."
Romans,NORP,77738,77744,"Now Surena was delighted at the Romans being besieged, and at daybreak he led the Parthians against the city, who, with many insulting expressions, bade the Romans, if they wished to have a truce, deliver up to them Crassus and Cassius in chains."
Crassus,PERSON,77797,77804,"Now Surena was delighted at the Romans being besieged, and at daybreak he led the Parthians against the city, who, with many insulting expressions, bade the Romans, if they wished to have a truce, deliver up to them Crassus and Cassius in chains."
Cassius,PERSON,77809,77816,"Now Surena was delighted at the Romans being besieged, and at daybreak he led the Parthians against the city, who, with many insulting expressions, bade the Romans, if they wished to have a truce, deliver up to them Crassus and Cassius in chains."
Romans,NORP,77832,77838,"The Romans were vexed at being deceived; and, telling Crassus to give up all hopes of aid from the Armenians as too remote and groundless, they prepared to make their escape by stealth"
Crassus,PERSON,77882,77889,"The Romans were vexed at being deceived; and, telling Crassus to give up all hopes of aid from the Armenians as too remote and groundless, they prepared to make their escape by stealth"
Armenians,NORP,77927,77936,"The Romans were vexed at being deceived; and, telling Crassus to give up all hopes of aid from the Armenians as too remote and groundless, they prepared to make their escape by stealth"
Carrhæ,GPE,78040,78046,; and none of the people of Carrhæ were to know this before the time came.
Andromachus,PERSON,78091,78102,"But Andromachus, that most faithless wretch, heard of it from Crassus, who confided to him the secret, and also the guidance on the route."
Crassus,PERSON,78149,78156,"But Andromachus, that most faithless wretch, heard of it from Crassus, who confided to him the secret, and also the guidance on the route."
Parthians,NORP,78260,78269,"Accordingly, all was known to the Parthians; for Andromachus reported to them every particular."
Andromachus,PERSON,78275,78286,"Accordingly, all was known to the Parthians; for Andromachus reported to them every particular."
Parthians,NORP,78357,78366,"But as it is not the custom of the Parthians to fight in the dark, and indeed they cannot easily do it, and Crassus had left the city by night, Andromachus contrived that the Parthians should not be far behind in the pursuit, by leading the Romans first by one route and then by another, till at last he brought them out of their course into deep marshes and ground full of ditches, and thus made the march difficult and circuitous to all who followed him; for there were some who suspected that Andromachus had no honest object in turning and twisting about, and therefore did not follow."
Crassus,PERSON,78430,78437,"But as it is not the custom of the Parthians to fight in the dark, and indeed they cannot easily do it, and Crassus had left the city by night, Andromachus contrived that the Parthians should not be far behind in the pursuit, by leading the Romans first by one route and then by another, till at last he brought them out of their course into deep marshes and ground full of ditches, and thus made the march difficult and circuitous to all who followed him; for there were some who suspected that Andromachus had no honest object in turning and twisting about, and therefore did not follow."
Andromachus,PERSON,78466,78477,"But as it is not the custom of the Parthians to fight in the dark, and indeed they cannot easily do it, and Crassus had left the city by night, Andromachus contrived that the Parthians should not be far behind in the pursuit, by leading the Romans first by one route and then by another, till at last he brought them out of their course into deep marshes and ground full of ditches, and thus made the march difficult and circuitous to all who followed him; for there were some who suspected that Andromachus had no honest object in turning and twisting about, and therefore did not follow."
Parthians,NORP,78497,78506,"But as it is not the custom of the Parthians to fight in the dark, and indeed they cannot easily do it, and Crassus had left the city by night, Andromachus contrived that the Parthians should not be far behind in the pursuit, by leading the Romans first by one route and then by another, till at last he brought them out of their course into deep marshes and ground full of ditches, and thus made the march difficult and circuitous to all who followed him; for there were some who suspected that Andromachus had no honest object in turning and twisting about, and therefore did not follow."
Romans,NORP,78563,78569,"But as it is not the custom of the Parthians to fight in the dark, and indeed they cannot easily do it, and Crassus had left the city by night, Andromachus contrived that the Parthians should not be far behind in the pursuit, by leading the Romans first by one route and then by another, till at last he brought them out of their course into deep marshes and ground full of ditches, and thus made the march difficult and circuitous to all who followed him; for there were some who suspected that Andromachus had no honest object in turning and twisting about, and therefore did not follow."
Andromachus,PERSON,78818,78829,"But as it is not the custom of the Parthians to fight in the dark, and indeed they cannot easily do it, and Crassus had left the city by night, Andromachus contrived that the Parthians should not be far behind in the pursuit, by leading the Romans first by one route and then by another, till at last he brought them out of their course into deep marshes and ground full of ditches, and thus made the march difficult and circuitous to all who followed him; for there were some who suspected that Andromachus had no honest object in turning and twisting about, and therefore did not follow."
Cassius,PERSON,78912,78919,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Carrhæ,GPE,78941,78947,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Arabs,NORP,78979,78984,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Scorpion,LOC,79035,79043,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Archer,PERSON,79069,79075,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Scorpion,PERSON,79090,79098,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Syria,GPE,79134,79139,"Cassius, indeed, returned to Carrhæ; and when the guides, who were Arabs, advised him to wait till the moon had passed the Scorpion, he replied, ""I fear the Archer more than the Scorpion,"" and, saying this, he rode off to Syria, with five hundred horsemen."
Sinnaca,GPE,79241,79248,"Others, who had faithful guides, got into a mountainous country, called Sinnaca, and were in a safe position before daybreak"
Octavius,PERSON,79371,79379,": they were about five thousand in number, and were commanded by a brave man, Octavius."
Crassus,PERSON,79400,79407,But daybreak found Crassus exposed to the treachery of Andromachus in the unfavourable ground and the marshes.
Andromachus,PERSON,79436,79447,But daybreak found Crassus exposed to the treachery of Andromachus in the unfavourable ground and the marshes.
Crassus,PERSON,79492,79499,"Crassus had with him four cohorts of the legionary soldiers, and a very few horsemen, and five lictors, with whom he got upon the road with great difficulty just as the enemy was falling upon him; and now being about twelve stadia short of joining Octavius, he fled to another hill not so difficult for cavalry nor yet so strong, but one that lay below Sinnaca, and was connected with it by a long ridge, which stretched through the middle of the plain."
Octavius,PERSON,79740,79748,"Crassus had with him four cohorts of the legionary soldiers, and a very few horsemen, and five lictors, with whom he got upon the road with great difficulty just as the enemy was falling upon him; and now being about twelve stadia short of joining Octavius, he fled to another hill not so difficult for cavalry nor yet so strong, but one that lay below Sinnaca, and was connected with it by a long ridge, which stretched through the middle of the plain."
Sinnaca,GPE,79845,79852,"Crassus had with him four cohorts of the legionary soldiers, and a very few horsemen, and five lictors, with whom he got upon the road with great difficulty just as the enemy was falling upon him; and now being about twelve stadia short of joining Octavius, he fled to another hill not so difficult for cavalry nor yet so strong, but one that lay below Sinnaca, and was connected with it by a long ridge, which stretched through the middle of the plain."
Octavius,PERSON,79973,79981,"His danger was apparent to Octavius, who ran before any one else with a few men, from the higher ground to aid Crassus, upon which the rest of the men, abusing themselves for cowards, rushed forward, and, falling on the enemy, and repulsing them from the hill, put Crassus in the midst of them, and threw their shields before him, proudly exclaiming that there was no Parthian missile which should strike the Imperator until all of them had fallen in defence of him."
Crassus,PERSON,80057,80064,"His danger was apparent to Octavius, who ran before any one else with a few men, from the higher ground to aid Crassus, upon which the rest of the men, abusing themselves for cowards, rushed forward, and, falling on the enemy, and repulsing them from the hill, put Crassus in the midst of them, and threw their shields before him, proudly exclaiming that there was no Parthian missile which should strike the Imperator until all of them had fallen in defence of him."
Crassus,PERSON,80211,80218,"His danger was apparent to Octavius, who ran before any one else with a few men, from the higher ground to aid Crassus, upon which the rest of the men, abusing themselves for cowards, rushed forward, and, falling on the enemy, and repulsing them from the hill, put Crassus in the midst of them, and threw their shields before him, proudly exclaiming that there was no Parthian missile which should strike the Imperator until all of them had fallen in defence of him."
Parthian,NORP,80314,80322,"His danger was apparent to Octavius, who ran before any one else with a few men, from the higher ground to aid Crassus, upon which the rest of the men, abusing themselves for cowards, rushed forward, and, falling on the enemy, and repulsing them from the hill, put Crassus in the midst of them, and threw their shields before him, proudly exclaiming that there was no Parthian missile which should strike the Imperator until all of them had fallen in defence of him."
Imperator,PERSON,80355,80364,"His danger was apparent to Octavius, who ran before any one else with a few men, from the higher ground to aid Crassus, upon which the rest of the men, abusing themselves for cowards, rushed forward, and, falling on the enemy, and repulsing them from the hill, put Crassus in the midst of them, and threw their shields before him, proudly exclaiming that there was no Parthian missile which should strike the Imperator until all of them had fallen in defence of him."
Surena,PERSON,80419,80425,"Surena observing that the spirit of the Parthians was somewhat dulled towards the contest, and, if the night should come on and the Romans get among the mountains, they could not by any means be overtaken, employed the following stratagem against Crassus."
Parthians,NORP,80459,80468,"Surena observing that the spirit of the Parthians was somewhat dulled towards the contest, and, if the night should come on and the Romans get among the mountains, they could not by any means be overtaken, employed the following stratagem against Crassus."
Romans,NORP,80551,80557,"Surena observing that the spirit of the Parthians was somewhat dulled towards the contest, and, if the night should come on and the Romans get among the mountains, they could not by any means be overtaken, employed the following stratagem against Crassus."
Crassus,PERSON,80666,80673,"Surena observing that the spirit of the Parthians was somewhat dulled towards the contest, and, if the night should come on and the Romans get among the mountains, they could not by any means be overtaken, employed the following stratagem against Crassus."
Parthian,NORP,80724,80732,"Some of the captives were let loose, who, in the Parthian camp, had heard the barbarians saying to one another, in pursuance of a concerted plan, that the king did not wish the war with the Romans to be carried to extremities, but desired to have their friendship again, by doing them the favour of treating Crassus kindly."
Romans,NORP,80865,80871,"Some of the captives were let loose, who, in the Parthian camp, had heard the barbarians saying to one another, in pursuance of a concerted plan, that the king did not wish the war with the Romans to be carried to extremities, but desired to have their friendship again, by doing them the favour of treating Crassus kindly."
Crassus,PERSON,80983,80990,"Some of the captives were let loose, who, in the Parthian camp, had heard the barbarians saying to one another, in pursuance of a concerted plan, that the king did not wish the war with the Romans to be carried to extremities, but desired to have their friendship again, by doing them the favour of treating Crassus kindly."
Surena,PERSON,81048,81054,"Accordingly the barbarians stopped fighting; and Surena, with his chief officers, riding gently up to the hill, unstrung his bow, and holding out his right hand, invited Crassus to come to terms, saying, that Crassus had put the king's courage and power to the test, though the king did not wish it, and yet the king of his own free will made the Romans an offer of mercy and friendship by being ready to make a truce with them if they would retire, and by giving them the opportunity of a safe retreat."
Crassus,PERSON,81169,81176,"Accordingly the barbarians stopped fighting; and Surena, with his chief officers, riding gently up to the hill, unstrung his bow, and holding out his right hand, invited Crassus to come to terms, saying, that Crassus had put the king's courage and power to the test, though the king did not wish it, and yet the king of his own free will made the Romans an offer of mercy and friendship by being ready to make a truce with them if they would retire, and by giving them the opportunity of a safe retreat."
Crassus,PERSON,81208,81215,"Accordingly the barbarians stopped fighting; and Surena, with his chief officers, riding gently up to the hill, unstrung his bow, and holding out his right hand, invited Crassus to come to terms, saying, that Crassus had put the king's courage and power to the test, though the king did not wish it, and yet the king of his own free will made the Romans an offer of mercy and friendship by being ready to make a truce with them if they would retire, and by giving them the opportunity of a safe retreat."
Romans,NORP,81346,81352,"Accordingly the barbarians stopped fighting; and Surena, with his chief officers, riding gently up to the hill, unstrung his bow, and holding out his right hand, invited Crassus to come to terms, saying, that Crassus had put the king's courage and power to the test, though the king did not wish it, and yet the king of his own free will made the Romans an offer of mercy and friendship by being ready to make a truce with them if they would retire, and by giving them the opportunity of a safe retreat."
Surena,PERSON,81508,81514,"Upon Surena saying this the Romans eagerly accepted his proposal, and were overjoyed; though Crassus, having been always over-reached by their fraud, and considering the suddenness of the change to be inexplicable, would not listen to them and hesitated."
Romans,NORP,81531,81537,"Upon Surena saying this the Romans eagerly accepted his proposal, and were overjoyed; though Crassus, having been always over-reached by their fraud, and considering the suddenness of the change to be inexplicable, would not listen to them and hesitated."
Crassus,PERSON,81596,81603,"Upon Surena saying this the Romans eagerly accepted his proposal, and were overjoyed; though Crassus, having been always over-reached by their fraud, and considering the suddenness of the change to be inexplicable, would not listen to them and hesitated."
Crassus,PERSON,82025,82032,"Crassus at first attempted to prevail on them by entreaty, and he said that, if they would hold out for the rest of the day, they would be able to march by night through the rough and mountain country, and he pointed out to them the route, and entreated them not to throw away their hopes when safety was so near; but, as the soldiers began to be exasperated and to clatter their arms and threaten him, he was alarmed, and advanced towards Surena, after first turning round and merely saying, ""Octavius and Petronius, and you Roman officers who are here, you see that I go under compulsion, and you are witnesses that I am treated in a shameful way and am under constraint; but, if you get safe home, tell all the world, that Crassus lost his life through the treachery of the enemy, and was not surrendered by his fellow-citizens."""
Surena,GPE,82465,82471,"Crassus at first attempted to prevail on them by entreaty, and he said that, if they would hold out for the rest of the day, they would be able to march by night through the rough and mountain country, and he pointed out to them the route, and entreated them not to throw away their hopes when safety was so near; but, as the soldiers began to be exasperated and to clatter their arms and threaten him, he was alarmed, and advanced towards Surena, after first turning round and merely saying, ""Octavius and Petronius, and you Roman officers who are here, you see that I go under compulsion, and you are witnesses that I am treated in a shameful way and am under constraint; but, if you get safe home, tell all the world, that Crassus lost his life through the treachery of the enemy, and was not surrendered by his fellow-citizens."""
Octavius,PERSON,82519,82527,"Crassus at first attempted to prevail on them by entreaty, and he said that, if they would hold out for the rest of the day, they would be able to march by night through the rough and mountain country, and he pointed out to them the route, and entreated them not to throw away their hopes when safety was so near; but, as the soldiers began to be exasperated and to clatter their arms and threaten him, he was alarmed, and advanced towards Surena, after first turning round and merely saying, ""Octavius and Petronius, and you Roman officers who are here, you see that I go under compulsion, and you are witnesses that I am treated in a shameful way and am under constraint; but, if you get safe home, tell all the world, that Crassus lost his life through the treachery of the enemy, and was not surrendered by his fellow-citizens."""
Petronius,PERSON,82532,82541,"Crassus at first attempted to prevail on them by entreaty, and he said that, if they would hold out for the rest of the day, they would be able to march by night through the rough and mountain country, and he pointed out to them the route, and entreated them not to throw away their hopes when safety was so near; but, as the soldiers began to be exasperated and to clatter their arms and threaten him, he was alarmed, and advanced towards Surena, after first turning round and merely saying, ""Octavius and Petronius, and you Roman officers who are here, you see that I go under compulsion, and you are witnesses that I am treated in a shameful way and am under constraint; but, if you get safe home, tell all the world, that Crassus lost his life through the treachery of the enemy, and was not surrendered by his fellow-citizens."""
Roman,NORP,82551,82556,"Crassus at first attempted to prevail on them by entreaty, and he said that, if they would hold out for the rest of the day, they would be able to march by night through the rough and mountain country, and he pointed out to them the route, and entreated them not to throw away their hopes when safety was so near; but, as the soldiers began to be exasperated and to clatter their arms and threaten him, he was alarmed, and advanced towards Surena, after first turning round and merely saying, ""Octavius and Petronius, and you Roman officers who are here, you see that I go under compulsion, and you are witnesses that I am treated in a shameful way and am under constraint; but, if you get safe home, tell all the world, that Crassus lost his life through the treachery of the enemy, and was not surrendered by his fellow-citizens."""
Crassus,PERSON,82751,82758,"Crassus at first attempted to prevail on them by entreaty, and he said that, if they would hold out for the rest of the day, they would be able to march by night through the rough and mountain country, and he pointed out to them the route, and entreated them not to throw away their hopes when safety was so near; but, as the soldiers began to be exasperated and to clatter their arms and threaten him, he was alarmed, and advanced towards Surena, after first turning round and merely saying, ""Octavius and Petronius, and you Roman officers who are here, you see that I go under compulsion, and you are witnesses that I am treated in a shameful way and am under constraint; but, if you get safe home, tell all the world, that Crassus lost his life through the treachery of the enemy, and was not surrendered by his fellow-citizens."""
Octavius,PERSON,82869,82877,"Yet Octavius and those about him did not stay behind, but descended the hill with Crassus."
Crassus,PERSON,82947,82954,"Yet Octavius and those about him did not stay behind, but descended the hill with Crassus."
Crassus,PERSON,82965,82972,"However, Crassus made the lictors who were following him turn back."
Greeks,NORP,83088,83094,"The first who met them, on the part of the barbarians, were two Greeks of half-breed, who, leaping down from their horses, made their obeisance to Crassus, and, addressing him in the Greek language, urged him to send forward some persons, who, as they said, would see that Surena himself and those about him were advancing without armour and without their weapons."
Crassus,PERSON,83171,83178,"The first who met them, on the part of the barbarians, were two Greeks of half-breed, who, leaping down from their horses, made their obeisance to Crassus, and, addressing him in the Greek language, urged him to send forward some persons, who, as they said, would see that Surena himself and those about him were advancing without armour and without their weapons."
Greek,NORP,83207,83212,"The first who met them, on the part of the barbarians, were two Greeks of half-breed, who, leaping down from their horses, made their obeisance to Crassus, and, addressing him in the Greek language, urged him to send forward some persons, who, as they said, would see that Surena himself and those about him were advancing without armour and without their weapons."
